,accession,source_code,ribotype,c1
4515,SRR3357946,SRR,106.0,
4516,SRR3357637,SRR,5.0,
4517,SRR3355473,SRR,27.0,
4518,SRR3355885,SRR,78.0,
4519,SRR3357971,SRR,27.0,
4520,SRR3357979,SRR,20.0,
4521,ERR232392,ERR,11.0,
4522,SRR3357512,SRR,27.0,
4523,SRR3338175,SRR,2.0,
4524,SRR3357634,SRR,14.0,
4525,SRR3355395,SRR,3.0,
4526,SRR3356207,SRR,11.0,
4527,SRR3356209,SRR,14.0,
4528,SRR3355895,SRR,159.0,
4529,SRR3334929,SRR,20.0,
4530,SRR3338744,SRR,20.0,
4531,SRR3355458,SRR,14.0,
4532,SRR3358269,SRR,20.0,
4533,SRR3356199,SRR,27.0,
4534,SRR3336079,SRR,,
4535,SRR3358077,SRR,78.0,
4536,SRR3337575,SRR,445.0,
4537,SRR3356354,SRR,20.0,
4538,SRR3355896,SRR,23.0,
4539,SRR3631260,SRR,23.0,
4540,SRR3355930,SRR,20.0,
4541,SRR3337705,SRR,15.0,
4542,SRR3355887,SRR,15.0,
4543,SRR3339014,SRR,15.0,
4544,SRR3338253,SRR,78.0,
4545,SRR3355876,SRR,126.0,
4546,SRR3357669,SRR,78.0,
4547,SRR3335884,SRR,140.0,
4548,SRR3357875,SRR,78.0,
4549,SRR3357503,SRR,20.0,
4550,SRR3355899,SRR,27.0,
4551,SRR3338784,SRR,258.0,
4552,SRR3356344,SRR,3.0,
4553,SRR3357515,SRR,78.0,
4554,SRR3355867,SRR,20.0,
4555,SRR3355914,SRR,244.0,
4556,SRR3355908,SRR,131.0,
4557,SRR3355920,SRR,2.0,
4558,SRR3337749,SRR,54.0,
4559,SRR3355459,SRR,2.0,
4560,SRR3338220,SRR,87.0,
4561,SRR3338518,SRR,15.0,
4562,SRR3335193,SRR,14.0,
4563,SRR3338076,SRR,17.0,
4564,SRR3631929,SRR,14.0,
4565,SRR3337516,SRR,78.0,
4566,SRR3335607,SRR,18.0,
4567,SRR3631181,SRR,20.0,
4568,SRR3334846,SRR,2.0,
4569,SRR3338130,SRR,90.0,
4570,SRR3631840,SRR,2.0,
4571,SRR3335575,SRR,14.0,
4572,SRR3631318,SRR,2.0,
4573,SRR3335556,SRR,12.0,
4574,SRR3631890,SRR,15.0,
4575,SRR3338976,SRR,5.0,
4576,SRR3338506,SRR,106.0,
4577,SRR3338943,SRR,43.0,
4578,SRR3335249,SRR,15.0,
4579,SRR3335210,SRR,14.0,
4580,SRR3338948,SRR,14.0,
4581,SRR3338664,SRR,20.0,
4582,SRR3338672,SRR,7.0,
4583,SRR3631284,SRR,20.0,
4584,SRR3334814,SRR,20.0,
4585,SRR17631398,SRR,,
4586,SRR17631056,SRR,,
4587,SRR17631456,SRR,,
4588,SRR17631186,SRR,,
4589,SRR17630999,SRR,,
4590,SRR17631045,SRR,,
4591,SRR17631199,SRR,,
4592,SRR17631083,SRR,,
4593,SRR17631084,SRR,,
4594,SRR17631174,SRR,,
4595,SRR17631151,SRR,,
4596,SRR17631018,SRR,,
4597,SRR17631063,SRR,,
4598,SRR17631491,SRR,,
4599,SRR3631552,SRR,27.0,
4600,SRR3631180,SRR,27.0,
4601,SRR3631469,SRR,27.0,
4602,SRR3631205,SRR,27.0,
4603,SRR3631538,SRR,27.0,
4604,SRR3631563,SRR,27.0,
4605,SRR3631184,SRR,27.0,
4606,SRR3631950,SRR,27.0,
4607,SRR3631914,SRR,27.0,
4608,SRR3631572,SRR,27.0,
4609,SRR3631934,SRR,27.0,
4610,SRR3631911,SRR,27.0,
4611,SRR3631902,SRR,27.0,
4612,SRR3631322,SRR,27.0,
4613,SRR3631157,SRR,27.0,
4614,SRR3631918,SRR,27.0,
4615,SRR3631581,SRR,27.0,
4616,SRR3631351,SRR,27.0,
4617,SRR3631120,SRR,27.0,
4618,SRR3631812,SRR,27.0,
4619,SRR3631358,SRR,27.0,
4620,SRR3631520,SRR,27.0,
4621,SRR3631172,SRR,27.0,
4622,SRR3631913,SRR,27.0,
4623,SRR3631501,SRR,27.0,
4624,SRR3631378,SRR,27.0,
4625,SRR3631182,SRR,27.0,
4626,SRR3631904,SRR,27.0,
4627,SRR3631846,SRR,27.0,
4628,SRR3631343,SRR,27.0,
4629,SRR3631818,SRR,27.0,
4630,SRR3631562,SRR,27.0,
4631,SRR3631580,SRR,27.0,
4632,SRR3631941,SRR,27.0,
4633,SRR3631211,SRR,27.0,
4634,SRR3631848,SRR,27.0,
4635,SRR3631203,SRR,27.0,
4636,SRR3631430,SRR,27.0,
4637,SRR3631750,SRR,27.0,
4638,SRR17631104,SRR,,
4639,SRR3631856,SRR,27.0,
4640,SRR3631819,SRR,27.0,
4641,SRR3631390,SRR,27.0,
4642,SRR3631923,SRR,27.0,
4643,SRR3631197,SRR,27.0,
4644,SRR3631834,SRR,27.0,
4645,SRR3631889,SRR,27.0,
4646,SRR3631541,SRR,27.0,
4647,SRR3631491,SRR,27.0,
4648,SRR3631406,SRR,27.0,
4649,SRR3631482,SRR,27.0,
4650,SRR3631397,SRR,27.0,
4651,SRR3631259,SRR,27.0,
4652,SRR3631776,SRR,27.0,
4653,SRR3631345,SRR,27.0,
4654,SRR3631447,SRR,27.0,
4655,SRR3631443,SRR,27.0,
4656,SRR3631307,SRR,27.0,
4657,SRR3631907,SRR,27.0,
4658,SRR3631185,SRR,27.0,
4659,SRR3631916,SRR,27.0,
4660,SRR3631249,SRR,27.0,
4661,SRR3335947,SRR,78.0,
4662,SRR3339008,SRR,2.0,
4663,SRR3338069,SRR,20.0,
4664,SRR3335508,SRR,131.0,
4665,SRR3335543,SRR,5.0,
4666,SRR3337677,SRR,106.0,
4667,SRR3338207,SRR,14.0,
4668,SRR3338568,SRR,13.0,
4669,SRR3338376,SRR,5.0,
4670,SRR3338890,SRR,23.0,
4671,SRR3631262,SRR,27.0,
4672,SRR3338654,SRR,14.0,
4673,SRR3338982,SRR,5.0,
4674,SRR3335512,SRR,5.0,
4675,SRR3335274,SRR,193.0,
4676,SRR3335992,SRR,78.0,
4677,SRR3338577,SRR,5.0,
4678,SRR3334819,SRR,2.0,
4679,SRR3338186,SRR,193.0,
4680,SRR3338066,SRR,78.0,
4681,SRR3338621,SRR,23.0,
4682,SRR3339330,SRR,15.0,
4683,SRR3338994,SRR,193.0,
4684,SRR3335941,SRR,20.0,
4685,SRR3339020,SRR,118.0,
4686,SRR3335520,SRR,27.0,
4687,SRR3339015,SRR,11.0,
4688,SRR3338588,SRR,202.0,
4689,SRR3338492,SRR,5.0,
4690,SRR3339340,SRR,3.0,
4691,SRR3335314,SRR,5.0,
4692,SRR3335880,SRR,14.0,
4693,SRR3337688,SRR,2.0,
4694,SRR3339308,SRR,118.0,
4695,SRR3335988,SRR,2.0,
4696,SRR3338551,SRR,297.0,
4697,SRR3338115,SRR,15.0,
4698,SRR3335488,SRR,14.0,
4699,SRR3335579,SRR,15.0,
4700,SRR3338742,SRR,14.0,
4701,SRR3338790,SRR,1.0,
4702,SRR3339372,SRR,18.0,
4703,SRR3338721,SRR,15.0,
4704,SRR3337793,SRR,2.0,
4705,SRR3335178,SRR,126.0,
4706,SRR3335926,SRR,24.0,
4707,SRR3337584,SRR,13.0,
4708,SRR3335476,SRR,78.0,
4709,SRR3335877,SRR,10.0,
4710,SRR3338155,SRR,5.0,
4711,SRR3335437,SRR,23.0,
4712,SRR3335304,SRR,20.0,
4713,SRR3339326,SRR,106.0,
4714,SRR3338149,SRR,220.0,
4715,SRR3335444,SRR,52.0,
4716,SRR3336062,SRR,90.0,
4717,SRR3335282,SRR,2.0,
4718,SRR3338268,SRR,2.0,
4719,SRR3335292,SRR,14.0,
4720,SRR3335473,SRR,12.0,
4721,SRR3336078,SRR,2.0,
4722,SRR3631305,SRR,27.0,
4723,SRR3338559,SRR,14.0,
4724,SRR3335835,SRR,5.0,
4725,SRR3337711,SRR,1.0,
4726,SRR3338114,SRR,15.0,
4727,SRR3335979,SRR,5.0,
4728,SRR3338981,SRR,2.0,
4729,SRR3339009,SRR,56.0,
4730,SRR3335453,SRR,43.0,
4731,SRR3336066,SRR,15.0,
4732,SRR3338494,SRR,20.0,
4733,SRR3335918,SRR,20.0,
4734,SRR3337777,SRR,14.0,
4735,SRR3337734,SRR,20.0,
4736,SRR3338508,SRR,20.0,
4737,SRR3338215,SRR,115.0,
4738,SRR3339363,SRR,23.0,
4739,SRR3335846,SRR,2.0,
4740,SRR3631471,SRR,27.0,
4741,SRR3338671,SRR,14.0,
4742,SRR3339047,SRR,14.0,
4743,SRR3335925,SRR,12.0,
4744,SRR3334914,SRR,1.0,
4745,SRR3336054,SRR,1.0,
4746,SRR3338110,SRR,14.0,
4747,SRR3335916,SRR,12.0,
4748,SRR3338564,SRR,15.0,
4749,SRR3631376,SRR,27.0,
4750,SRR3336103,SRR,2.0,
4751,SRR3335482,SRR,220.0,
4752,SRR3338665,SRR,78.0,
4753,SRR3339347,SRR,2.0,
4754,SRR3335484,SRR,14.0,
4755,SRR3337588,SRR,78.0,
4756,SRR3338250,SRR,71.0,
4757,SRR3338466,SRR,20.0,
4758,SRR3335852,SRR,1.0,
4759,SRR3335299,SRR,53.0,
4760,SRR3334858,SRR,14.0,
4761,SRR3338953,SRR,5.0,
4762,SRR3335566,SRR,15.0,
4763,SRR3334871,SRR,12.0,
4764,SRR3338077,SRR,12.0,
4765,SRR3337608,SRR,5.0,
4766,SRR3335836,SRR,78.0,
4767,SRR3335583,SRR,15.0,
4768,SRR3337587,SRR,27.0,
4769,SRR3339389,SRR,20.0,
4770,SRR3339335,SRR,20.0,
4771,SRR3335837,SRR,20.0,
4772,SRR3335577,SRR,78.0,
4773,SRR3338576,SRR,23.0,
4774,SRR3334863,SRR,15.0,
4775,SRR3335271,SRR,5.0,
4776,SRR3338267,SRR,96.0,
4777,SRR3631793,SRR,2.0,
4778,SRR3336070,SRR,78.0,
4779,SRR3338645,SRR,14.0,
4780,SRR3339346,SRR,14.0,
4781,SRR3335493,SRR,2.0,
4782,SRR3338929,SRR,14.0,
4783,SRR3336094,SRR,3.0,
4784,SRR3338204,SRR,2.0,
4785,SRR3334829,SRR,15.0,
4786,SRR3338495,SRR,2.0,
4787,SRR3334854,SRR,598.0,
4788,SRR3335965,SRR,18.0,
4789,SRR3338152,SRR,5.0,
4790,SRR3336086,SRR,1.0,
4791,SRR3336004,SRR,21.0,
4792,SRR3337710,SRR,14.0,
4793,SRR3338468,SRR,5.0,
4794,SRR3337747,SRR,23.0,
4795,SRR3335548,SRR,15.0,
4796,SRR3335219,SRR,341.0,
4797,SRR3338227,SRR,14.0,
4798,SRR3335834,SRR,1.0,
4799,SRR3338556,SRR,2.0,
4800,SRR3339361,SRR,598.0,
4801,SRR3335469,SRR,20.0,
4802,SRR3631360,SRR,15.0,
4803,SRR3338688,SRR,2.0,
4804,SRR3338751,SRR,50.0,
4805,SRR6027723,SRR,15.0,
4806,SRR3339319,SRR,12.0,
4807,SRR3338767,SRR,2.0,
4808,SRR3335305,SRR,126.0,
4809,SRR3335958,SRR,18.0,
4810,SRR3337648,SRR,5.0,
4811,SRR3335214,SRR,78.0,
4812,SRR3339010,SRR,14.0,
4813,SRR3335584,SRR,18.0,
4814,SRR3335264,SRR,81.0,
4815,SRR3335247,SRR,14.0,
4816,SRR3338473,SRR,2.0,
4817,SRR3338271,SRR,2.0,
4818,SRR3334855,SRR,2.0,
4819,SRR3335542,SRR,2.0,
4820,SRR3335241,SRR,15.0,
4821,SRR3338985,SRR,15.0,
4822,SRR3338539,SRR,87.0,
4823,SRR3335451,SRR,14.0,
4824,SRR3336072,SRR,15.0,
4825,SRR3335927,SRR,5.0,
4826,SRR3338786,SRR,15.0,
4827,SRR3631938,SRR,24.0,
4828,SRR3337751,SRR,5.0,
4829,SRR3335995,SRR,15.0,
4830,SRR3335984,SRR,1.0,
4831,SRR3338753,SRR,14.0,
4832,SRR3337662,SRR,106.0,
4833,SRR3339388,SRR,78.0,
4834,SRR3336077,SRR,20.0,
4835,SRR3335857,SRR,18.0,
4836,SRR3335225,SRR,14.0,
4837,SRR3335563,SRR,14.0,
4838,SRR3337738,SRR,84.0,
4839,SRR3335569,SRR,26.0,
4840,SRR3338256,SRR,50.0,
4841,SRR3334905,SRR,2.0,
4842,SRR3338131,SRR,15.0,
4843,SRR3334845,SRR,511.0,
4844,SRR3335567,SRR,673.0,
4845,SRR3337661,SRR,23.0,
4846,SRR3338228,SRR,2.0,
4847,SRR3339352,SRR,14.0,
4848,SRR3337752,SRR,17.0,
4849,SRR3338923,SRR,23.0,
4850,SRR3334825,SRR,23.0,
4851,SRR3338567,SRR,3.0,
4852,SRR3335893,SRR,23.0,
4853,SRR3336033,SRR,3.0,
4854,SRR3337685,SRR,673.0,
4855,SRR3335870,SRR,19.0,
4856,SRR3335593,SRR,19.0,
4857,SRR3338769,SRR,5.0,
4858,SRR3335513,SRR,5.0,
4859,SRR3337603,SRR,23.0,
4860,SRR3338798,SRR,18.0,
4861,SRR3338736,SRR,14.0,
4862,SRR3337582,SRR,3.0,
4863,SRR3337511,SRR,2.0,
4864,SRR3335309,SRR,20.0,
4865,SRR3631513,SRR,421.0,
4866,SRR3335504,SRR,26.0,
4867,SRR3338482,SRR,87.0,
4868,SRR3335463,SRR,106.0,
4869,SRR3338761,SRR,76.0,
4870,SRR3339344,SRR,23.0,
4871,SRR3337520,SRR,2.0,
4872,SRR3335954,SRR,23.0,
4873,SRR3335449,SRR,106.0,
4874,SRR3338750,SRR,23.0,
4875,SRR3335534,SRR,78.0,
4876,SRR3337607,SRR,23.0,
4877,SRR3337730,SRR,11.0,
4878,SRR3338566,SRR,78.0,
4879,SRR3336081,SRR,216.0,
4880,SRR3338585,SRR,23.0,
4881,SRR3338197,SRR,26.0,
4882,SRR3336083,SRR,1.0,
4883,SRR3339342,SRR,18.0,
4884,SRR3335841,SRR,2.0,
4885,SRR3334798,SRR,23.0,
4886,SRR3338737,SRR,81.0,
4887,SRR3338112,SRR,18.0,
4888,SRR3335503,SRR,1.0,
4889,SRR3335934,SRR,14.0,
4890,SRR3335824,SRR,18.0,
4891,SRR3335518,SRR,11.0,
4892,SRR3337589,SRR,2.0,
4893,SRR3338578,SRR,174.0,
4894,SRR3335861,SRR,78.0,
4895,SRR3337659,SRR,20.0,
4896,SRR3339370,SRR,15.0,
4897,SRR3338183,SRR,14.0,
4898,SRR3335250,SRR,27.0,
4899,SRR3334902,SRR,14.0,
4900,SRR3338676,SRR,11.0,
4901,SRR3338259,SRR,23.0,
4902,SRR3335588,SRR,14.0,
4903,SRR3338623,SRR,78.0,
4904,SRR3335252,SRR,26.0,
4905,SRR3335531,SRR,106.0,
4906,SRR3338714,SRR,619.0,
4907,SRR3339322,SRR,2.0,
4908,SRR3339303,SRR,5.0,
4909,SRR3338905,SRR,5.0,
4910,SRR3338229,SRR,5.0,
4911,SRR3337522,SRR,20.0,
4912,SRR3338686,SRR,18.0,
4913,SRR3335257,SRR,23.0,
4914,SRR3335206,SRR,13.0,
4915,SRR6027730,SRR,23.0,
4916,SRR3334805,SRR,1.0,
4917,SRR3336071,SRR,5.0,
4918,SRR3335217,SRR,78.0,
4919,SRR3334877,SRR,15.0,
4920,SRR3335980,SRR,511.0,
4921,SRR3335933,SRR,2.0,
4922,SRR3338952,SRR,5.0,
4923,SRR3335596,SRR,15.0,
4924,SRR3338902,SRR,13.0,
4925,SRR3339359,SRR,23.0,
4926,SRR3337579,SRR,5.0,
4927,SRR3339365,SRR,78.0,
4928,SRR3338147,SRR,78.0,
4929,SRR3337665,SRR,56.0,
4930,SRR3335862,SRR,2.0,
4931,SRR3339030,SRR,680.0,
4932,SRR3338936,SRR,20.0,
4933,SRR3338775,SRR,14.0,
4934,SRR3338102,SRR,26.0,
4935,SRR3335585,SRR,18.0,
4936,SRR3337716,SRR,15.0,
4937,SRR3337761,SRR,12.0,
4938,SRR3335823,SRR,14.0,
4939,SRR3337767,SRR,20.0,
4940,SRR3334890,SRR,14.0,
4941,SRR3335581,SRR,1.0,
4942,SRR3338493,SRR,20.0,
4943,SRR3338489,SRR,2.0,
4944,SRR3629306,SRR,572.0,
4945,SRR3335222,SRR,681.0,
4946,SRR3335859,SRR,24.0,
4947,SRR3338962,SRR,5.0,
4948,SRR3335917,SRR,23.0,
4949,SRR3338620,SRR,20.0,
4950,SRR3339310,SRR,20.0,
4951,SRR3339381,SRR,1.0,
4952,SRR3335553,SRR,2.0,
4953,SRR3338178,SRR,26.0,
4954,SRR3631129,SRR,572.0,
4955,SRR3334842,SRR,511.0,
4956,SRR3335367,SRR,56.0,
4957,SRR3338921,SRR,2.0,
4958,SRR3338522,SRR,1.0,
4959,SRR3338667,SRR,31.0,
4960,SRR3339385,SRR,78.0,
4961,SRR3337746,SRR,31.0,
4962,SRR3338247,SRR,78.0,
4963,SRR3335930,SRR,106.0,
4964,SRR3338974,SRR,15.0,
4965,SRR3338955,SRR,14.0,
4966,SRR3338496,SRR,5.0,
4967,SRR3339023,SRR,11.0,
4968,SRR3335813,SRR,17.0,
4969,SRR3335969,SRR,15.0,
4970,SRR3338530,SRR,9.0,
4971,SRR3629558,SRR,26.0,
4972,SRR6027728,SRR,23.0,
4973,SRR3338792,SRR,81.0,
4974,SRR3338799,SRR,78.0,
4975,SRR3338996,SRR,20.0,
4976,SRR3336060,SRR,18.0,
4977,SRR3335275,SRR,157.0,
4978,SRR3335840,SRR,14.0,
4979,SRR3335262,SRR,106.0,
4980,SRR3338467,SRR,10.0,
4981,SRR3629647,SRR,26.0,
4982,SRR3337687,SRR,3.0,
4983,SRR3335465,SRR,26.0,
4984,SRR3629595,SRR,12.0,
4985,SRR3629288,SRR,2.0,
4986,SRR3629448,SRR,56.0,
4987,SRR3631174,SRR,2.0,
4988,SRR3629681,SRR,106.0,
4989,SRR3629766,SRR,114.0,
4990,SRR3629325,SRR,17.0,
4991,SRR3629780,SRR,10.0,
4992,SRR3629786,SRR,37.0,
4993,SRR3629519,SRR,14.0,
4994,SRR3629730,SRR,11.0,
4995,SRR3629713,SRR,15.0,
4996,SRR3629450,SRR,81.0,
4997,SRR3629425,SRR,14.0,
4998,SRR3631829,SRR,10.0,
4999,SRR3631414,SRR,23.0,
5000,SRR3631796,SRR,14.0,
5001,SRR3629528,SRR,54.0,
5002,SRR3629618,SRR,27.0,
5003,SRR3629779,SRR,5.0,
5004,SRR3629783,SRR,26.0,
5005,SRR3629659,SRR,676.0,
5006,SRR3629611,SRR,78.0,
5007,SRR3629602,SRR,677.0,
5008,SRR3629361,SRR,2.0,
5009,SRR3629344,SRR,5.0,
5010,SRR3629554,SRR,1.0,
5011,SRR3629702,SRR,14.0,
5012,SRR3629606,SRR,31.0,
5013,SRR3629788,SRR,15.0,
5014,SRR3629686,SRR,1.0,
5015,SRR3629772,SRR,15.0,
5016,SRR3629314,SRR,13.0,
5017,SRR3629697,SRR,15.0,
5018,SRR3629564,SRR,14.0,
5019,SRR3629742,SRR,9.0,
5020,SRR3629337,SRR,26.0,
5021,SRR3629795,SRR,26.0,
5022,SRR3629413,SRR,39.0,
5023,SRR3629323,SRR,87.0,
5024,SRR3629497,SRR,26.0,
5025,SRR3629291,SRR,81.0,
5026,SRR3629353,SRR,39.0,
5027,SRR3629700,SRR,39.0,
5028,SRR3629485,SRR,26.0,
5029,SRR3629452,SRR,15.0,
5030,SRR3631851,SRR,10.0,
5031,SRR3629717,SRR,26.0,
5032,SRR3629768,SRR,85.0,
5033,SRR3629798,SRR,11.0,
5034,SRR3629318,SRR,39.0,
5035,SRR3629570,SRR,10.0,
5036,SRR3629525,SRR,10.0,
5037,SRR3629649,SRR,9.0,
5038,SRR3629738,SRR,1.0,
5039,SRR3629470,SRR,338.0,
5040,SRR3629759,SRR,81.0,
5041,SRR3629491,SRR,20.0,
5042,SRR3629732,SRR,20.0,
5043,SRR3629488,SRR,20.0,
5044,SRR3629510,SRR,78.0,
5045,SRR3629333,SRR,678.0,
5046,SRR3629687,SRR,26.0,
5047,SRR3629461,SRR,39.0,
5048,SRR3629791,SRR,2.0,
5049,SRR3629380,SRR,9.0,
5050,SRR3629543,SRR,9.0,
5051,SRR3629410,SRR,131.0,
5052,SRR3629307,SRR,5.0,
5053,SRR3629585,SRR,26.0,
5054,SRR3629604,SRR,10.0,
5055,SRR3629537,SRR,10.0,
5056,SRR3629758,SRR,10.0,
5057,SRR3629538,SRR,14.0,
5058,SRR3631209,SRR,181.0,
5059,SRR3629669,SRR,14.0,
5060,SRR3629301,SRR,21.0,
5061,SRR3629429,SRR,39.0,
5062,SRR3629336,SRR,14.0,
5063,SRR3629447,SRR,39.0,
5064,SRR3629719,SRR,15.0,
5065,SRR3629699,SRR,26.0,
5066,SRR3629501,SRR,12.0,
5067,SRR3629735,SRR,132.0,
5068,SRR3629453,SRR,26.0,
5069,SRR3629423,SRR,78.0,
5070,SRR3629684,SRR,255.0,
5071,SRR3629313,SRR,84.0,
5072,SRR3629310,SRR,10.0,
5073,SRR3629589,SRR,12.0,
5074,SRR3629603,SRR,2.0,
5075,SRR3629505,SRR,39.0,
5076,SRR3629317,SRR,39.0,
5077,SRR3629430,SRR,56.0,
5078,SRR3629574,SRR,26.0,
5079,SRR3629316,SRR,39.0,
5080,SRR3629723,SRR,81.0,
5081,SRR3629474,SRR,77.0,
5082,SRR3631779,SRR,2.0,
5083,SRR3629420,SRR,10.0,
5084,SRR3631290,SRR,10.0,
5085,SRR3631304,SRR,14.0,
5086,SRR3629690,SRR,23.0,
5087,SRR3629506,SRR,78.0,
5088,SRR3629706,SRR,14.0,
5089,SRR3629725,SRR,5.0,
5090,SRR3629293,SRR,2.0,
5091,SRR3629577,SRR,684.0,
5092,SRR3629383,SRR,2.0,
5093,SRR3629517,SRR,106.0,
5094,SRR3629486,SRR,26.0,
5095,SRR3629716,SRR,14.0,
5096,SRR3629530,SRR,50.0,
5097,SRR3629691,SRR,56.0,
5098,SRR3629596,SRR,5.0,
5099,SRR3629565,SRR,26.0,
5100,SRR3629566,SRR,10.0,
5101,SRR3629752,SRR,2.0,
5102,SRR3629676,SRR,26.0,
5103,SRR3629532,SRR,26.0,
5104,SRR3629324,SRR,10.0,
5105,SRR3629744,SRR,39.0,
5106,SRR3629789,SRR,81.0,
5107,SRR3629500,SRR,15.0,
5108,SRR3631139,SRR,686.0,
5109,SRR3629729,SRR,3.0,
5110,SRR3629704,SRR,220.0,
5111,SRR3629663,SRR,31.0,
5112,SRR3629650,SRR,39.0,
5113,SRR3629614,SRR,78.0,
5114,SRR3629749,SRR,10.0,
5115,SRR3629503,SRR,15.0,
5116,SRR3629546,SRR,11.0,
5117,SRR3629711,SRR,201.0,
5118,SRR3629720,SRR,27.0,
5119,SRR3629382,SRR,2.0,
5120,SRR3629803,SRR,15.0,
5121,SRR3629514,SRR,2.0,
5122,SRR3629340,SRR,14.0,
5123,SRR3629567,SRR,20.0,
5124,SRR3629774,SRR,494.0,
5125,SRR3629751,SRR,10.0,
5126,SRR3629561,SRR,20.0,
5127,SRR3629756,SRR,2.0,
5128,SRR3629594,SRR,39.0,
5129,SRR3629777,SRR,106.0,
5130,SRR3629534,SRR,26.0,
5131,SRR3629472,SRR,53.0,
5132,SRR3629800,SRR,2.0,
5133,SRR3629692,SRR,1.0,
5134,SRR3629622,SRR,78.0,
5135,SRR3629796,SRR,106.0,
5136,SRR3629512,SRR,39.0,
5137,SRR3629584,SRR,39.0,
5138,SRR3629664,SRR,39.0,
5139,SRR3629666,SRR,39.0,
5140,SRR3629535,SRR,26.0,
5141,SRR3629745,SRR,26.0,
5142,SRR3629487,SRR,23.0,
5143,SRR3629583,SRR,56.0,
5144,SRR3629801,SRR,5.0,
5145,SRR3629414,SRR,39.0,
5146,SRR3629290,SRR,389.0,
5147,SRR3629311,SRR,39.0,
5148,SRR3629502,SRR,39.0,
5149,SRR3629776,SRR,39.0,
5150,SRR3629322,SRR,12.0,
5151,SRR3629599,SRR,26.0,
5152,SRR3629753,SRR,26.0,
5153,SRR3629294,SRR,2.0,
5154,SRR3629464,SRR,26.0,
5155,SRR3629651,SRR,10.0,
5156,SRR3629451,SRR,39.0,
5157,SRR3629773,SRR,23.0,
5158,SRR3629657,SRR,572.0,
5159,SRR3631959,SRR,9.0,
5160,SRR3629652,SRR,39.0,
5161,SRR3629624,SRR,39.0,
5162,SRR3629731,SRR,2.0,
5163,SRR3629284,SRR,20.0,
5164,SRR3629304,SRR,54.0,
5165,SRR3629555,SRR,31.0,
5166,SRR3629428,SRR,128.0,
5167,SRR3629378,SRR,32.0,
5168,SRR3629578,SRR,39.0,
5169,SRR3629521,SRR,10.0,
5170,SRR3629655,SRR,39.0,
5171,SRR3629746,SRR,10.0,
5172,SRR3629569,SRR,106.0,
5173,SRR3629542,SRR,10.0,
5174,SRR3629613,SRR,14.0,
5175,SRR3629715,SRR,15.0,
5176,SRR3629431,SRR,26.0,
5177,SRR3629438,SRR,106.0,
5178,SRR3629726,SRR,78.0,
5179,SRR6027725,SRR,81.0,
5180,SRR3629416,SRR,2.0,
5181,SRR3629714,SRR,26.0,
5182,SRR3629536,SRR,26.0,
5183,SRR3629673,SRR,81.0,
5184,SRR3629334,SRR,31.0,
5185,SRR3629484,SRR,14.0,
5186,SRR3629342,SRR,78.0,
5187,SRR3629797,SRR,20.0,
5188,SRR3629787,SRR,51.0,
5189,SRR3629421,SRR,23.0,
5190,SRR3629329,SRR,39.0,
5191,SRR3629523,SRR,20.0,
5192,SRR3629550,SRR,39.0,
5193,SRR3629463,SRR,39.0,
5194,SRR3629740,SRR,10.0,
5195,SRR3629668,SRR,35.0,
5196,SRR3629309,SRR,5.0,
5197,SRR3629775,SRR,2.0,
5198,SRR3629660,SRR,35.0,
5199,SRR3629476,SRR,10.0,
5200,SRR3629760,SRR,15.0,
5201,SRR3629477,SRR,15.0,
5202,SRR3629418,SRR,682.0,
5203,SRR3629563,SRR,216.0,
5204,SRR3629343,SRR,35.0,
5205,SRR3629630,SRR,5.0,
5206,SRR3629698,SRR,15.0,
5207,SRR3629710,SRR,39.0,
5208,SRR3629648,SRR,56.0,
5209,SRR3629600,SRR,39.0,
5210,SRR3629767,SRR,39.0,
5211,SRR3629513,SRR,10.0,
5212,SRR3629408,SRR,5.0,
5213,SRR3629548,SRR,20.0,
5214,SRR3629748,SRR,5.0,
5215,SRR3629693,SRR,39.0,
5216,SRR3629769,SRR,35.0,
5217,SRR3629545,SRR,39.0,
5218,SRR3629658,SRR,619.0,
5219,SRR3629442,SRR,5.0,
5220,SRR3629531,SRR,2.0,
5221,SRR3629455,SRR,20.0,
5222,SRR3629381,SRR,572.0,
5223,SRR3629507,SRR,26.0,
5224,SRR3629449,SRR,39.0,
5225,SRR6027726,SRR,15.0,
5226,SRR3629540,SRR,39.0,
5227,SRR3629434,SRR,10.0,
5228,SRR3629703,SRR,62.0,
5229,SRR3629547,SRR,14.0,
5230,SRR3629597,SRR,10.0,
5231,SRR3629709,SRR,10.0,
5232,SRR3629593,SRR,5.0,
5233,SRR3629562,SRR,46.0,
5234,SRR3629559,SRR,5.0,
5235,SRR3629586,SRR,14.0,
5236,SRR3629701,SRR,26.0,
5237,SRR3629734,SRR,10.0,
5238,SRR3629524,SRR,451.0,
5239,SRR3629499,SRR,54.0,
5240,SRR3629560,SRR,26.0,
5241,SRR3629287,SRR,429.0,
5242,SRR3629728,SRR,39.0,
5243,SRR3629489,SRR,19.0,
5244,SRR3629591,SRR,126.0,
5245,SRR3629654,SRR,5.0,
5246,SRR3629518,SRR,11.0,
5247,SRR3629672,SRR,5.0,
5248,SRR3629456,SRR,10.0,
5249,SRR3629765,SRR,2.0,
5250,SRR3629297,SRR,5.0,
5251,SRR3629556,SRR,2.0,
5252,SRR3629412,SRR,10.0,
