,accession,source_code,ribotype,c1
1558,ERR1346341,ERR,17.0,
1559,ERR1346340,ERR,17.0,
1560,ERR1346337,ERR,17.0,
1561,ERR1346334,ERR,17.0,
1562,ERR1346333,ERR,17.0,
1563,ERR1346332,ERR,17.0,
1564,ERR1346331,ERR,17.0,
1565,ERR1346330,ERR,17.0,
1566,ERR1346329,ERR,17.0,
1567,ERR1346328,ERR,17.0,
1568,ERR1346326,ERR,17.0,
1569,ERR1346325,ERR,17.0,
1570,ERR1346324,ERR,17.0,
1571,ERR1346323,ERR,17.0,
1572,ERR1346322,ERR,17.0,
1573,ERR1346321,ERR,17.0,
1574,ERR1346320,ERR,17.0,
1575,ERR1346319,ERR,17.0,
1576,ERR1346318,ERR,17.0,
1577,ERR1346315,ERR,17.0,
1578,ERR1346314,ERR,17.0,
1579,ERR1346313,ERR,17.0,
1580,ERR1346312,ERR,17.0,
1581,ERR1346311,ERR,17.0,
1582,ERR1346310,ERR,17.0,
1583,ERR1346309,ERR,17.0,
1584,ERR1346308,ERR,17.0,
1585,ERR1346307,ERR,17.0,
1586,ERR1346306,ERR,17.0,
1587,ERR1346305,ERR,17.0,
1588,ERR1346304,ERR,17.0,
1589,ERR1346303,ERR,17.0,
1590,ERR1346302,ERR,17.0,
1591,ERR1346301,ERR,17.0,
1592,ERR1346298,ERR,17.0,
1593,ERR1346297,ERR,17.0,
1594,ERR1346296,ERR,17.0,
1595,ERR1346295,ERR,17.0,
1596,ERR1346292,ERR,17.0,
1597,ERR1346291,ERR,17.0,
1598,ERR1346290,ERR,17.0,
1599,ERR1346289,ERR,17.0,
1600,ERR1346288,ERR,17.0,
1601,ERR1346285,ERR,17.0,
1602,ERR1346283,ERR,17.0,
1603,ERR1346281,ERR,17.0,
1604,ERR1346280,ERR,17.0,
1605,ERR1346279,ERR,17.0,
1606,ERR1346278,ERR,17.0,
1607,ERR1346277,ERR,17.0,
1608,ERR1346276,ERR,17.0,
1609,ERR1346275,ERR,17.0,
1610,ERR1346274,ERR,17.0,
1611,ERR1346273,ERR,17.0,
1612,ERR1346272,ERR,17.0,
1613,ERR1346269,ERR,17.0,
1614,ERR1346268,ERR,17.0,
1615,ERR1346267,ERR,17.0,
1616,ERR1346266,ERR,17.0,
1617,ERR1346265,ERR,17.0,
1618,ERR1346264,ERR,17.0,
1619,ERR1346263,ERR,17.0,
1620,ERR1346262,ERR,17.0,
1621,ERR1346261,ERR,17.0,
1622,ERR1346260,ERR,17.0,
1623,ERR1346259,ERR,17.0,
1624,ERR1346258,ERR,17.0,
1625,ERR1346256,ERR,17.0,
1626,ERR1346255,ERR,17.0,
1627,ERR1346254,ERR,17.0,
1628,ERR1346252,ERR,17.0,
1629,ERR1346251,ERR,17.0,
1630,ERR1346250,ERR,17.0,
1631,ERR1346248,ERR,17.0,
1632,ERR1346247,ERR,17.0,
1633,ERR1346246,ERR,17.0,
1634,ERR1346245,ERR,17.0,
1635,ERR1346244,ERR,17.0,
1636,SRR7450190,SRR,17.0,
1637,SRR7450191,SRR,17.0,
1638,SRR7450192,SRR,17.0,
1639,SRR4240499,SRR,17.0,
1640,SRR4240498,SRR,17.0,
1641,SRR4240497,SRR,17.0,
1642,SRR4240496,SRR,17.0,
1643,SRR4240495,SRR,17.0,
1644,SRR4240494,SRR,17.0,
1645,SRR4240477,SRR,17.0,
1646,SRR4240476,SRR,17.0,
1647,SRR4238392,SRR,17.0,
1648,SRR4238391,SRR,17.0,
1649,SRR4237667,SRR,17.0,
1650,SRR4237666,SRR,17.0,
1651,SRR4237665,SRR,17.0,
1652,SRR4237571,SRR,17.0,
1653,SRR4237569,SRR,17.0,
1654,SRR4213123,SRR,17.0,
1655,SRR4213076,SRR,17.0,
1656,SRR4205954,SRR,17.0,
1657,SRR4205841,SRR,17.0,
1658,SRR4201714,SRR,17.0,
1659,SRR4199859,SRR,17.0,
1660,SRR4199346,SRR,17.0,
1661,SRR4199259,SRR,17.0,
1662,ERR126241,ERR,15.0,
1663,ERR126297,ERR,15.0,
1664,ERR126258,ERR,15.0,
1665,ERR126247,ERR,15.0,
1666,SRR7309138,SRR,15.0,
1667,SRR7309165,SRR,15.0,
1668,SRR7309191,SRR,15.0,
1669,SRR7309192,SRR,15.0,
1670,SRR7309201,SRR,15.0,
1671,SRR7308914,SRR,15.0,
1672,SRR7308931,SRR,15.0,
1673,SRR7309062,SRR,15.0,
1674,SRR7308662,SRR,15.0,
1675,SRR7308670,SRR,15.0,
1676,SRR7308686,SRR,15.0,
1677,SRR7308700,SRR,15.0,
1678,SRR7308766,SRR,15.0,
1679,SRR7308811,SRR,15.0,
1680,SRR7308847,SRR,15.0,
1681,SRR7308858,SRR,15.0,
1682,ERR3473914,ERR,15.0,
1683,ERR3473913,ERR,15.0,
1684,ERR3473899,ERR,15.0,
1685,ERR3473895,ERR,15.0,
1686,ERR3473890,ERR,15.0,
1687,ERR3473858,ERR,15.0,
1688,ERR3473854,ERR,15.0,
1689,ERR3473844,ERR,15.0,
1690,ERR3473827,ERR,15.0,
1691,ERR3473822,ERR,15.0,
1692,ERR3473817,ERR,15.0,
1693,ERR3473775,ERR,15.0,
1694,ERR3465575,ERR,15.0,
1695,ERR833661,ERR,14.0,
1696,ERR126292,ERR,14.0,
1697,ERR126252,ERR,14.0,
1698,SRR1519380,SRR,14.0,
1699,ERR1307048,ERR,14.0,
1700,ERR1307045,ERR,14.0,
1701,ERR1307039,ERR,14.0,
1702,ERR1307033,ERR,14.0,
1703,ERR1307032,ERR,14.0,
1704,ERR1307031,ERR,14.0,
1705,ERR1307030,ERR,14.0,
1706,ERR1307029,ERR,14.0,
1707,ERR1307028,ERR,14.0,
1708,ERR1307027,ERR,14.0,
1709,ERR1307026,ERR,14.0,
1710,ERR1307025,ERR,14.0,
1711,ERR1307024,ERR,14.0,
1712,ERR1307023,ERR,14.0,
1713,ERR1307022,ERR,14.0,
1714,ERR1307021,ERR,14.0,
1715,ERR1307020,ERR,14.0,
1716,ERR1307019,ERR,14.0,
1717,ERR1307018,ERR,14.0,
1718,ERR1307017,ERR,14.0,
1719,ERR1307016,ERR,14.0,
1720,ERR1307015,ERR,14.0,
1721,ERR1307014,ERR,14.0,
1722,ERR1307013,ERR,14.0,
1723,ERR1307012,ERR,14.0,
1724,ERR1307011,ERR,14.0,
1725,ERR1307010,ERR,14.0,
1726,ERR1307009,ERR,14.0,
1727,SRR7309142,SRR,14.0,
1728,SRR7309200,SRR,14.0,
1729,SRR7309213,SRR,14.0,
1730,SRR7309218,SRR,14.0,
1731,SRR7309224,SRR,14.0,
1732,SRR7308891,SRR,14.0,
1733,SRR7308924,SRR,14.0,
1734,SRR7308936,SRR,14.0,
1735,SRR7308947,SRR,14.0,
1736,SRR7308964,SRR,14.0,
1737,SRR7308994,SRR,14.0,
1738,SRR7309018,SRR,14.0,
1739,SRR7309030,SRR,14.0,
1740,SRR7309046,SRR,14.0,
1741,SRR7309071,SRR,14.0,
1742,SRR7309072,SRR,14.0,
1743,SRR7309073,SRR,14.0,
1744,SRR7309076,SRR,14.0,
1745,SRR7309087,SRR,14.0,
1746,SRR7309125,SRR,14.0,
1747,SRR7308665,SRR,14.0,
1748,SRR7308735,SRR,14.0,
1749,SRR7308769,SRR,14.0,
1750,SRR7308775,SRR,14.0,
1751,SRR7308801,SRR,14.0,
1752,SRR7308851,SRR,14.0,
1753,SRR7308852,SRR,14.0,
1754,SRR7308870,SRR,14.0,
1755,ERR2215985,ERR,14.0,
1756,ERR3473922,ERR,14.0,
1757,ERR3473908,ERR,14.0,
1758,ERR3473906,ERR,14.0,
1759,ERR3473901,ERR,14.0,
1760,ERR3473900,ERR,14.0,
1761,ERR3473897,ERR,14.0,
1762,ERR3473883,ERR,14.0,
1763,ERR3473881,ERR,14.0,
1764,ERR3473878,ERR,14.0,
1765,ERR3473862,ERR,14.0,
1766,ERR3473857,ERR,14.0,
1767,ERR3473843,ERR,14.0,
1768,ERR3473835,ERR,14.0,
1769,ERR3473804,ERR,14.0,
1770,ERR3465654,ERR,14.0,
1771,ERR3465615,ERR,14.0,
1772,ERR3465614,ERR,14.0,
1773,ERR3465609,ERR,14.0,
1774,ERR3465595,ERR,14.0,
1775,ERR3465587,ERR,14.0,
1776,ERR3465563,ERR,14.0,
1777,ERR3465554,ERR,14.0,
1778,ERR3465544,ERR,14.0,
1779,ERR3465530,ERR,14.0,
1780,ERR3465527,ERR,14.0,
1781,ERR3465516,ERR,14.0,
1782,ERR3465473,ERR,14.0,
1783,ERR3465471,ERR,14.0,
1784,ERR3465463,ERR,14.0,
1785,ERR3465454,ERR,14.0,
1786,ERR3465452,ERR,14.0,
1787,ERR3465438,ERR,14.0,
1788,ERR3465422,ERR,14.0,
1789,ERR3465414,ERR,14.0,
1790,ERR3465399,ERR,14.0,
1791,ERR3465391,ERR,14.0,
1792,ERR3465376,ERR,14.0,
1793,ERR3465375,ERR,14.0,
1794,ERR3465347,ERR,14.0,
1795,ERR3465343,ERR,14.0,
1796,ERR3465336,ERR,14.0,
1797,ERR126244,ERR,13.0,
1798,ERR833660,ERR,12.0,
1799,ERR467610,ERR,12.0,
1800,ERR467607,ERR,12.0,
1801,ERR467602,ERR,12.0,
1802,ERR467601,ERR,12.0,
1803,ERR467596,ERR,12.0,
1804,ERR467595,ERR,12.0,
1805,ERR467594,ERR,12.0,
1806,ERR467592,ERR,12.0,
1807,ERR467588,ERR,12.0,
1808,ERR467587,ERR,12.0,
1809,ERR467586,ERR,12.0,
1810,ERR467581,ERR,12.0,
1811,ERR467578,ERR,12.0,
1812,ERR467569,ERR,12.0,
1813,ERR467565,ERR,12.0,
1814,ERR467559,ERR,12.0,
1815,ERR467555,ERR,12.0,
1816,ERR467552,ERR,12.0,
1817,ERR467550,ERR,12.0,
1818,ERR467547,ERR,12.0,
1819,ERR467546,ERR,12.0,
1820,ERR467545,ERR,12.0,
1821,ERR467544,ERR,12.0,
1822,ERR467543,ERR,12.0,
1823,ERR467542,ERR,12.0,
1824,ERR467541,ERR,12.0,
1825,ERR467539,ERR,12.0,
1826,ERR467538,ERR,12.0,
1827,ERR467536,ERR,12.0,
1828,ERR467534,ERR,12.0,
1829,ERR467530,ERR,12.0,
1830,ERR126278,ERR,12.0,
1831,ERR126262,ERR,12.0,
1832,ERR126261,ERR,12.0,
1833,ERR232385,ERR,12.0,
1834,ERR3473780,ERR,12.0,
1835,ERR3465574,ERR,12.0,
1836,ERR3465557,ERR,12.0,
1837,ERR3465460,ERR,12.0,
1838,ERR3465458,ERR,12.0,
1839,ERR3465353,ERR,12.0,
1840,ERR3465352,ERR,12.0,
1841,ERR126285,ERR,11.0,
1842,ERR126256,ERR,11.0,
1843,ERR3473812,ERR,11.0,
1844,ERR833672,ERR,10.0,
1845,ERR833666,ERR,10.0,
1846,ERR126287,ERR,10.0,
1847,ERR3611151,ERR,10.0,
1848,ERR2232537,ERR,10.0,
1849,ERR2232536,ERR,10.0,
1850,ERR2232535,ERR,10.0,
1851,ERR2232534,ERR,10.0,
1852,ERR2232533,ERR,10.0,
1853,ERR2232532,ERR,10.0,
1854,ERR2232531,ERR,10.0,
1855,ERR2232530,ERR,10.0,
1856,ERR2232529,ERR,10.0,
1857,ERR2232528,ERR,10.0,
1858,ERR2232527,ERR,10.0,
1859,ERR2232526,ERR,10.0,
1860,ERR3772426,ERR,10.0,
1861,ERR3473789,ERR,10.0,
1862,ERR3465507,ERR,10.0,
1863,ERR3465407,ERR,10.0,
1864,ERR3473772,ERR,9.0,
1865,ERR3465607,ERR,9.0,
1866,ERR3465476,ERR,6.0,
1867,ERR833662,ERR,5.0,
1868,ERR142456,ERR,5.0,
1869,ERR126242,ERR,5.0,
1870,SRR6042356,SRR,5.0,
1871,SRR6042365,SRR,5.0,
1872,SRR6042370,SRR,5.0,
1873,ERR3465591,ERR,5.0,
1874,ERR3473793,ERR,5.0,
1875,ERR3465597,ERR,5.0,
1876,ERR3465538,ERR,5.0,
1877,ERR3465536,ERR,5.0,
1878,ERR3465532,ERR,5.0,
1879,ERR3465392,ERR,5.0,
1880,ERR3465378,ERR,5.0,
1881,ERR126265,ERR,3.0,
1882,ERR3473919,ERR,3.0,
1883,ERR3473836,ERR,3.0,
1884,ERR3473755,ERR,3.0,
1885,ERR3465572,ERR,3.0,
1886,ERR3465568,ERR,3.0,
1887,ERR3465564,ERR,3.0,
1888,ERR3465556,ERR,3.0,
1889,ERR3465479,ERR,3.0,
1890,ERR3465457,ERR,3.0,
1891,ERR3465421,ERR,3.0,
1892,ERR833668,ERR,2.0,
1893,ERR126249,ERR,2.0,
1894,SRR7309152,SRR,2.0,
1895,SRR7309212,SRR,2.0,
1896,SRR7309219,SRR,2.0,
1897,SRR7309229,SRR,2.0,
1898,SRR7309240,SRR,2.0,
1899,SRR7308882,SRR,2.0,
1900,SRR7308903,SRR,2.0,
1901,SRR7309007,SRR,2.0,
1902,SRR7309014,SRR,2.0,
1903,SRR7309023,SRR,2.0,
1904,SRR7309060,SRR,2.0,
1905,SRR7308645,SRR,2.0,
1906,SRR7308648,SRR,2.0,
1907,SRR7308677,SRR,2.0,
1908,SRR7308713,SRR,2.0,
1909,SRR7308731,SRR,2.0,
1910,SRR7308733,SRR,2.0,
1911,SRR7308785,SRR,2.0,
1912,SRR7308797,SRR,2.0,
1913,ERR3465522,ERR,2.0,
1914,ERR3473839,ERR,2.0,
1915,ERR3473837,ERR,2.0,
1916,ERR3473763,ERR,2.0,
1917,ERR3465804,ERR,2.0,
1918,ERR3465803,ERR,2.0,
1919,ERR3465726,ERR,2.0,
1920,ERR3465720,ERR,2.0,
1921,ERR3465713,ERR,2.0,
1922,ERR3465698,ERR,2.0,
1923,ERR3465695,ERR,2.0,
1924,ERR3465691,ERR,2.0,
1925,ERR3465690,ERR,2.0,
1926,ERR3465687,ERR,2.0,
1927,ERR3465674,ERR,2.0,
1928,ERR3465670,ERR,2.0,
1929,ERR3465645,ERR,2.0,
1930,ERR3465627,ERR,2.0,
1931,ERR3465592,ERR,2.0,
1932,ERR3465559,ERR,2.0,
1933,ERR3465509,ERR,2.0,
1934,ERR3465433,ERR,2.0,
1935,ERR3465430,ERR,2.0,
1936,ERR3465427,ERR,2.0,
1937,ERR3465425,ERR,2.0,
1938,ERR3465415,ERR,2.0,
1939,ERR3465413,ERR,2.0,
1940,ERR3465366,ERR,2.0,
1941,ERR3465356,ERR,2.0,
1942,ERR833665,ERR,1.0,
1943,ERR126255,ERR,1.0,
1944,SRR7309136,SRR,1.0,
1945,SRR7309139,SRR,1.0,
1946,SRR7309145,SRR,1.0,
1947,SRR7309159,SRR,1.0,
1948,SRR7309174,SRR,1.0,
1949,SRR7309176,SRR,1.0,
1950,SRR7309182,SRR,1.0,
1951,SRR7309186,SRR,1.0,
1952,SRR7309198,SRR,1.0,
1953,SRR7309205,SRR,1.0,
1954,SRR7309223,SRR,1.0,
1955,SRR7309225,SRR,1.0,
1956,SRR7309226,SRR,1.0,
1957,SRR7309230,SRR,1.0,
1958,SRR7309234,SRR,1.0,
1959,SRR7308888,SRR,1.0,
1960,SRR7308904,SRR,1.0,
1961,SRR7308919,SRR,1.0,
1962,SRR7308932,SRR,1.0,
1963,SRR7308943,SRR,1.0,
1964,SRR7308957,SRR,1.0,
1965,SRR7308959,SRR,1.0,
1966,SRR7308960,SRR,1.0,
1967,SRR7308976,SRR,1.0,
1968,SRR7308981,SRR,1.0,
1969,SRR7308988,SRR,1.0,
1970,SRR7308989,SRR,1.0,
1971,SRR7309005,SRR,1.0,
1972,SRR7309006,SRR,1.0,
1973,SRR7309010,SRR,1.0,
1974,SRR7309011,SRR,1.0,
1975,SRR7309017,SRR,1.0,
1976,SRR7309048,SRR,1.0,
1977,SRR7309052,SRR,1.0,
1978,SRR7309075,SRR,1.0,
1979,SRR7309082,SRR,1.0,
1980,SRR7309089,SRR,1.0,
1981,SRR7309115,SRR,1.0,
1982,SRR7309123,SRR,1.0,
1983,SRR7309126,SRR,1.0,
1984,SRR7308641,SRR,1.0,
1985,SRR7308649,SRR,1.0,
1986,SRR7308652,SRR,1.0,
1987,SRR7308672,SRR,1.0,
1988,SRR7308678,SRR,1.0,
1989,SRR7308679,SRR,1.0,
1990,SRR7308683,SRR,1.0,
1991,SRR7308715,SRR,1.0,
1992,SRR7308732,SRR,1.0,
1993,SRR7308773,SRR,1.0,
1994,SRR7308777,SRR,1.0,
1995,SRR7308810,SRR,1.0,
1996,SRR7308836,SRR,1.0,
1997,SRR7308842,SRR,1.0,
1998,SRR7308848,SRR,1.0,
1999,SRR7308863,SRR,1.0,
2000,ERR3473921,ERR,1.0,
2001,ERR3473916,ERR,1.0,
2002,ERR3473910,ERR,1.0,
2003,ERR3473904,ERR,1.0,
2004,ERR3473903,ERR,1.0,
2005,ERR3473885,ERR,1.0,
2006,ERR3473875,ERR,1.0,
2007,ERR3473871,ERR,1.0,
2008,ERR3473868,ERR,1.0,
2009,ERR3473864,ERR,1.0,
2010,ERR3473845,ERR,1.0,
2011,ERR3473838,ERR,1.0,
2012,ERR3473834,ERR,1.0,
2013,ERR3473829,ERR,1.0,
2014,ERR3473818,ERR,1.0,
2015,ERR3473814,ERR,1.0,
2016,ERR3473810,ERR,1.0,
2017,ERR3473807,ERR,1.0,
2018,ERR3473800,ERR,1.0,
2019,ERR3473799,ERR,1.0,
2020,ERR3473798,ERR,1.0,
2021,ERR3473797,ERR,1.0,
2022,ERR3473795,ERR,1.0,
2023,ERR3473790,ERR,1.0,
2024,ERR3473770,ERR,1.0,
2025,ERR3473769,ERR,1.0,
2026,ERR3465625,ERR,1.0,
2027,ERR3465624,ERR,1.0,
2028,ERR3465623,ERR,1.0,
2029,ERR3465622,ERR,1.0,
2030,ERR3465620,ERR,1.0,
2031,ERR3465616,ERR,1.0,
2032,ERR3465612,ERR,1.0,
2033,ERR3465610,ERR,1.0,
2034,ERR3465603,ERR,1.0,
2035,ERR3465601,ERR,1.0,
2036,ERR3465594,ERR,1.0,
2037,ERR3465593,ERR,1.0,
2038,ERR3465589,ERR,1.0,
2039,ERR3465586,ERR,1.0,
2040,ERR3465585,ERR,1.0,
2041,ERR3465583,ERR,1.0,
2042,ERR3465582,ERR,1.0,
2043,ERR3465576,ERR,1.0,
2044,ERR3465573,ERR,1.0,
2045,ERR3465570,ERR,1.0,
2046,ERR3465560,ERR,1.0,
2047,ERR3465558,ERR,1.0,
2048,ERR3465555,ERR,1.0,
2049,ERR3465549,ERR,1.0,
2050,ERR3465543,ERR,1.0,
2051,ERR3465542,ERR,1.0,
2052,ERR3465541,ERR,1.0,
2053,ERR3465540,ERR,1.0,
2054,ERR3465539,ERR,1.0,
2055,ERR3465537,ERR,1.0,
2056,ERR3465535,ERR,1.0,
2057,ERR3465531,ERR,1.0,
2058,ERR3465529,ERR,1.0,
2059,ERR3465528,ERR,1.0,
2060,ERR3465526,ERR,1.0,
2061,ERR3465520,ERR,1.0,
2062,ERR3465518,ERR,1.0,
2063,ERR3465513,ERR,1.0,
2064,ERR3465512,ERR,1.0,
2065,ERR3465511,ERR,1.0,
2066,ERR3465508,ERR,1.0,
2067,ERR3465505,ERR,1.0,
2068,ERR3465504,ERR,1.0,
2069,ERR3465503,ERR,1.0,
2070,ERR3465502,ERR,1.0,
2071,ERR3465501,ERR,1.0,
2072,ERR3465499,ERR,1.0,
2073,ERR3465498,ERR,1.0,
2074,ERR3465497,ERR,1.0,
2075,ERR3465492,ERR,1.0,
2076,ERR3465491,ERR,1.0,
2077,ERR3465490,ERR,1.0,
2078,ERR3465486,ERR,1.0,
2079,ERR3465485,ERR,1.0,
2080,ERR3465484,ERR,1.0,
2081,ERR3465474,ERR,1.0,
2082,ERR3465468,ERR,1.0,
2083,ERR3465459,ERR,1.0,
2084,ERR3465455,ERR,1.0,
2085,ERR3465449,ERR,1.0,
2086,ERR3465448,ERR,1.0,
2087,ERR3465443,ERR,1.0,
2088,ERR3465442,ERR,1.0,
2089,ERR3465440,ERR,1.0,
2090,ERR3465437,ERR,1.0,
2091,ERR3465434,ERR,1.0,
2092,ERR3465428,ERR,1.0,
2093,ERR3465424,ERR,1.0,
2094,ERR3465423,ERR,1.0,
2095,ERR3465418,ERR,1.0,
2096,ERR3465417,ERR,1.0,
2097,ERR3465416,ERR,1.0,
2098,ERR3465412,ERR,1.0,
2099,ERR3465411,ERR,1.0,
2100,ERR3465410,ERR,1.0,
2101,ERR3465409,ERR,1.0,
2102,ERR3465406,ERR,1.0,
2103,ERR3465401,ERR,1.0,
2104,ERR3465400,ERR,1.0,
2105,ERR3465395,ERR,1.0,
2106,ERR3465394,ERR,1.0,
2107,ERR3465393,ERR,1.0,
2108,ERR3465390,ERR,1.0,
2109,ERR3465389,ERR,1.0,
2110,ERR3465384,ERR,1.0,
2111,ERR3465383,ERR,1.0,
2112,ERR3465377,ERR,1.0,
2113,ERR3465368,ERR,1.0,
2114,ERR3465367,ERR,1.0,
2115,ERR3465365,ERR,1.0,
2116,ERR3465364,ERR,1.0,
2117,ERR3465361,ERR,1.0,
2118,ERR3465360,ERR,1.0,
2119,ERR3465359,ERR,1.0,
2120,ERR3465357,ERR,1.0,
2121,ERR3465355,ERR,1.0,
2122,ERR3465354,ERR,1.0,
2123,ERR3465351,ERR,1.0,
2124,ERR3465350,ERR,1.0,
2125,ERR3465348,ERR,1.0,
2126,ERR3465346,ERR,1.0,
2127,ERR3465342,ERR,1.0,
2128,ERR3465341,ERR,1.0,
2129,ERR3465339,ERR,1.0,
2130,ERR3465337,ERR,1.0,
2131,SRR6009448,SRR,14.0,
2132,SRR6009735,SRR,106.0,
2133,SRR6009277,SRR,27.0,
2134,SRR6009698,SRR,27.0,
2135,SRR6009245,SRR,15.0,
2136,SRR6009299,SRR,2.0,
2137,SRR6009844,SRR,27.0,
2138,SRR6009654,SRR,126.0,
2139,SRR6009454,SRR,23.0,
2140,SRR6009647,SRR,2.0,
2141,SRR6009886,SRR,5.0,
2142,SRR6009590,SRR,27.0,
2143,SRR6009713,SRR,23.0,
2144,SRR6009910,SRR,23.0,
2145,SRR6008980,SRR,13.0,
2146,SRR6009078,SRR,78.0,
2147,SRR6009126,SRR,78.0,
2148,SRR6009311,SRR,5.0,
2149,SRR6009064,SRR,78.0,
2150,SRR6009091,SRR,78.0,
2151,SRR6009346,SRR,2.0,
2152,SRR6009656,SRR,14.0,
2153,SRR6009812,SRR,23.0,
2154,SRR6009246,SRR,1.0,
2155,SRR6009513,SRR,15.0,
2156,SRR6009053,SRR,50.0,
2157,SRR6009300,SRR,2.0,
2158,SRR6008982,SRR,14.0,
2159,SRR6009516,SRR,15.0,
2160,SRR6009834,SRR,2.0,
2161,SRR6009471,SRR,78.0,
2162,SRR6009174,SRR,710.0,
2163,SRR6009461,SRR,1.0,
2164,SRR6009169,SRR,2.0,
2165,SRR6009303,SRR,15.0,
2166,SRR6009231,SRR,78.0,
2167,SRR6009908,SRR,14.0,
2168,SRR6009444,SRR,50.0,
2169,SRR6009267,SRR,14.0,
2170,SRR6009268,SRR,15.0,
2171,SRR6009540,SRR,1.0,
2172,SRR6009807,SRR,17.0,
2173,SRR6009473,SRR,54.0,
2174,SRR6009649,SRR,23.0,
2175,SRR6009858,SRR,70.0,
2176,SRR6009736,SRR,2.0,
2177,SRR6009272,SRR,50.0,
2178,SRR6009392,SRR,50.0,
2179,SRR6009716,SRR,23.0,
2180,SRR6009137,SRR,106.0,
2181,SRR6009879,SRR,3.0,
2182,SRR6009330,SRR,15.0,
2183,SRR6009670,SRR,12.0,
2184,SRR6009290,SRR,15.0,
2185,SRR6009309,SRR,15.0,
2186,SRR6009219,SRR,15.0,
2187,SRR6009348,SRR,20.0,
2188,SRR6009905,SRR,54.0,
2189,SRR6009678,SRR,23.0,
2190,SRR6009088,SRR,26.0,
2191,SRR6009533,SRR,14.0,
2192,SRR6009718,SRR,20.0,
2193,SRR6009865,SRR,11.0,
2194,SRR6009176,SRR,1.0,
2195,SRR6009201,SRR,14.0,
2196,SRR6009714,SRR,14.0,
2197,SRR6009390,SRR,15.0,
2198,SRR6009764,SRR,13.0,
2199,SRR6009708,SRR,15.0,
2200,SRR6009900,SRR,5.0,
2201,SRR6009651,SRR,46.0,
2202,SRR6009452,SRR,5.0,
2203,SRR6009582,SRR,14.0,
2204,SRR6009361,SRR,11.0,
2205,SRR6009319,SRR,23.0,
2206,SRR6008960,SRR,14.0,
2207,SRR6009188,SRR,716.0,
2208,SRR6009146,SRR,14.0,
2209,SRR6009020,SRR,15.0,
2210,SRR6009790,SRR,183.0,
2211,SRR6009639,SRR,93.0,
2212,SRR6009683,SRR,5.0,
2213,SRR6009331,SRR,15.0,
2214,SRR6009537,SRR,2.0,
2215,SRR6008978,SRR,5.0,
2216,SRR6009065,SRR,14.0,
2217,SRR6009362,SRR,295.0,
2218,SRR6009396,SRR,20.0,
2219,SRR6009123,SRR,126.0,
2220,SRR6009276,SRR,26.0,
2221,SRR6009477,SRR,2.0,
2222,SRR6009451,SRR,87.0,
2223,SRR6009519,SRR,14.0,
2224,SRR6009727,SRR,14.0,
2225,SRR6009465,SRR,13.0,
2226,SRR6009482,SRR,5.0,
2227,SRR6009428,SRR,10.0,
2228,SRR6009353,SRR,207.0,
2229,SRR6009287,SRR,669.0,
2230,SRR6009546,SRR,20.0,
2231,SRR6009745,SRR,15.0,
2232,SRR6009113,SRR,14.0,
2233,SRR6009213,SRR,46.0,
2234,SRR6009885,SRR,15.0,
2235,SRR6009909,SRR,39.0,
2236,SRR6009312,SRR,97.0,
2237,SRR6009881,SRR,39.0,
2238,SRR6009622,SRR,10.0,
2239,SRR6009672,SRR,78.0,
2240,SRR6009868,SRR,71.0,
2241,SRR6009663,SRR,11.0,
2242,SRR6009196,SRR,1.0,
2243,SRR6009866,SRR,71.0,
2244,SRR6009653,SRR,20.0,
2245,SRR6009218,SRR,20.0,
2246,SRR6009696,SRR,5.0,
2247,SRR6009008,SRR,26.0,
2248,SRR6009751,SRR,14.0,
2249,SRR6008947,SRR,2.0,
2250,SRR6009204,SRR,23.0,
2251,SRR6009429,SRR,20.0,
2252,SRR6009449,SRR,619.0,
2253,SRR6009511,SRR,14.0,
2254,SRR6009793,SRR,12.0,
2255,SRR6009161,SRR,87.0,
2256,SRR6009305,SRR,26.0,
2257,SRR6009472,SRR,207.0,
2258,SRR6009750,SRR,11.0,
2259,SRR6009022,SRR,17.0,
2260,SRR6009232,SRR,66.0,
2261,SRR6009019,SRR,15.0,
2262,SRR6009822,SRR,9.0,
2263,SRR6009586,SRR,20.0,
2264,SRR6009391,SRR,51.0,
2265,SRR6009484,SRR,15.0,
2266,SRR6009730,SRR,39.0,
2267,SRR6009338,SRR,31.0,
2268,SRR6009839,SRR,39.0,
2269,SRR6009376,SRR,26.0,
2270,SRR6009359,SRR,26.0,
2271,SRR6009605,SRR,15.0,
2272,SRR6009719,SRR,50.0,
2273,SRR6009090,SRR,718.0,
2274,SRR6009282,SRR,14.0,
2275,SRR6009787,SRR,70.0,
2276,SRR6009732,SRR,10.0,
2277,SRR6009375,SRR,20.0,
2278,SRR6009288,SRR,5.0,
2279,SRR6008967,SRR,3.0,
2280,SRR6009354,SRR,38.0,
2281,SRR6009755,SRR,2.0,
2282,SRR6009370,SRR,10.0,
2283,SRR6009571,SRR,1.0,
2284,SRR6009173,SRR,15.0,
2285,SRR6009841,SRR,20.0,
2286,SRR6009699,SRR,5.0,
2287,SRR6009809,SRR,81.0,
2288,SRR6009241,SRR,15.0,
2289,SRR6009295,SRR,39.0,
2290,SRR6009025,SRR,1.0,
2291,SRR6009081,SRR,31.0,
2292,SRR6009133,SRR,1.0,
2293,SRR6009275,SRR,10.0,
2294,SRR6009139,SRR,39.0,
2295,SRR6009625,SRR,31.0,
2296,SRR6009148,SRR,15.0,
